text,intent
"Where can I see the best view of Mayon Volcano?",tourist_spots  
"What are the must-visit historical sites in Legazpi?",tourist_spots  
"Where can I visit a local handicrafts market in Legazpi?",tourist_spots  
"Are there beaches near Legazpi with white sand?",tourist_spots  
"Where can I visit an orchid farm in Albay?",tourist_spots  
"Are there places for a sunset cruise in Legazpi?",tourist_spots  
"Where can I find the oldest church in Legazpi?",tourist_spots  
"Are there jungle trekking tours near Mayon Volcano?",tourist_spots  
"Where can I explore underground rivers in Albay?",tourist_spots  
"Are there nature reserves that protect rare animals?",tourist_spots  
"Where can I go for whale shark watching near Legazpi?",tourist_spots  
"Are there luxury resorts with a view of Mayon Volcano?",tourist_spots  
"Where can I visit an old Spanish watchtower?",tourist_spots  
"Are there eco-lodges in Albay with sustainable tourism?",tourist_spots  
"Where can I take a boat tour through volcanic islands?",tourist_spots  
"Are there caves in Legazpi with ancient carvings?",tourist_spots  
"Where can I visit a cultural village in Albay?",tourist_spots  
"Are there cliffside resorts with an infinity pool in Legazpi?",tourist_spots  
"Where can I find a garden with native Philippine flowers?",tourist_spots  
"Are there national parks near Legazpi worth visiting?",tourist_spots  
"Where can I go to experience a Bicolano fiesta?",tourist_spots  
"Are there old mansions in Legazpi turned into museums?",tourist_spots  
"Where can I see ancient petroglyphs in Albay?",tourist_spots  
"Are there scenic viewpoints for photography in Legazpi?",tourist_spots  
"Where can I visit a chocolate farm in Albay?",tourist_spots  
"Are there sea caves accessible by kayak near Legazpi?",tourist_spots  
"Where can I take a cultural food tour in Legazpi?",tourist_spots  
"Are there sunset viewing decks in Albay?",tourist_spots  
"Where can I visit a butterfly sanctuary in Legazpi?",tourist_spots  
"Are there waterfalls in Albay where I can swim?",tourist_spots  
"Where can I find a park with giant statues in Legazpi?",tourist_spots  
"Are there scenic bike trails around Mayon Volcano?",tourist_spots  
"Where can I explore a mangrove forest near Legazpi?",tourist_spots  
"Are there island-hopping tours to hidden beaches?",tourist_spots  
"Where can I go skydiving near Legazpi?",tourist_spots  
"Are there secret caves with stalactites in Albay?",tourist_spots  
"Where can I find a cultural performance showcasing Bicolano traditions?",tourist_spots  
"Are there treehouses available for overnight stays in Albay?",tourist_spots  
"Where can I experience a traditional Filipino fishing village?",tourist_spots  
"Are there farm stays where I can learn about local agriculture?",tourist_spots  
"Where can I see fireflies at night near Legazpi?",tourist_spots  
"Are there stargazing spots away from city lights in Albay?",tourist_spots  
"Where can I visit a volcano observatory in Legazpi?",tourist_spots  
"Are there treetop adventure parks in Albay?",tourist_spots  
"Where can I go for a coffee plantation tour in Legazpi?",tourist_spots  
"Are there sacred shrines or pilgrimage sites in Albay?",tourist_spots  
"Where can I take a guided food crawl in Legazpi?",tourist_spots  
"Are there lavender fields or flower gardens in Albay?",tourist_spots  
"Where can I see a black sand beach in Legazpi?",tourist_spots  
"Are there birdwatching tours for rare Philippine birds?",tourist_spots  
"Where can I see lava rocks from past eruptions of Mayon?",tourist_spots  
"Are there historical tunnels used during World War II?",tourist_spots  
"Where can I experience a day in a traditional Bicolano house?",tourist_spots  
"Are there hilltop monasteries or retreat centers in Albay?",tourist_spots  
"Where can I see murals or street art in Legazpi?",tourist_spots  
"Are there riverboat tours showcasing Albay’s landscape?",tourist_spots  
"Where can I find an abandoned town covered in volcanic ash?",tourist_spots  
"Are there nature lodges with a Mayon Volcano backdrop?",tourist_spots  
"Where can I take a pottery-making class in Albay?",tourist_spots  
"Are there zipline rides that go over rivers in Legazpi?",tourist_spots  
"Where can I go for a photography tour of Legazpi?",tourist_spots  
"Are there old railway tracks converted into hiking trails?",tourist_spots  
"Where can I visit a bamboo forest in Albay?",tourist_spots  
"Are there eco-tourism projects I can volunteer in?",tourist_spots  
"Where can I stay in a beachfront hut near Legazpi?",tourist_spots  
"Are there scenic bridges with historical significance?",tourist_spots  
"Where can I go to learn about indigenous Aeta culture?",tourist_spots  
"Are there guided ATV rides through Mayon’s lava trails?",tourist_spots  
"Where can I visit a dragon fruit farm in Legazpi?",tourist_spots  
"Are there areas where I can see dolphins near Albay?",tourist_spots  
"Where can I take a stand-up paddleboarding tour?",tourist_spots  
"Are there overnight camping grounds with beach access?",tourist_spots  
"Where can I take a ferry to nearby islands from Legazpi?",tourist_spots  
"Are there archaeological sites near Legazpi City?",tourist_spots  
"Where can I experience a nighttime market in Albay?",tourist_spots  
"Are there heritage towns near Legazpi with old houses?",tourist_spots  
"Where can I rent a small boat to explore the coastline?",tourist_spots  
"Are there local weaving communities making handicrafts?",tourist_spots  
"Where can I see a local cacao-to-chocolate process?",tourist_spots  
"Are there floating bungalows for a relaxing stay?",tourist_spots  
"Where can I take a helicopter tour over Mayon?",tourist_spots  
"Are there art galleries featuring Bicolano artists?",tourist_spots  
"Where can I find an organic farm that offers tours?",tourist_spots  
"Are there places to go fossil hunting in Albay?",tourist_spots  
"Where can I take a guided tour of old churches?",tourist_spots  
"Are there camping spots near Mayon’s foothills?",tourist_spots  
"Where can I visit a salt farm in Legazpi?",tourist_spots  
"Are there places where I can learn traditional pottery?",tourist_spots  
"Where can I rent an outrigger boat for fishing?",tourist_spots  
"Are there local dance workshops teaching folk dances?",tourist_spots  
"Where can I see whale sharks near Legazpi?",tourist_spots  
"Are there coconut plantations open for visitors?",tourist_spots  
"Where can I take a private nature tour in Albay?",tourist_spots  
"Are there floating cottages in Legazpi Bay?",tourist_spots  
"Where can I take a scenic drive around Mayon?",tourist_spots  
"Are there old sugar mills turned into tourist attractions?",tourist_spots  
"Where can I take a guided snorkel tour near Legazpi?",tourist_spots  
"Are there historical markets that are still operational?",tourist_spots  
"Where can I visit a hidden garden café in Legazpi?",tourist_spots  
"Where can I visit a lighthouse in Albay?",tourist_spots  
"Are there hot springs near Mayon Volcano?",tourist_spots  
"Where can I go for a scenic boat ride in Legazpi?",tourist_spots  
"Are there public parks with free admission in Albay?",tourist_spots  
"Where can I find a historical war memorial in Legazpi?",tourist_spots  
"Are there night markets with local souvenirs in Albay?",tourist_spots  
"Where can I go parasailing in Legazpi?",tourist_spots  
"Are there ancient burial sites to visit in Albay?",tourist_spots  
"Where can I take an e-bike tour around Legazpi?",tourist_spots  
"Are there traditional fishing villages I can visit?",tourist_spots  
"Where can I explore abandoned tunnels in Legazpi?",tourist_spots  
"Are there mountain lodges with Mayon Volcano views?",tourist_spots  
"Where can I see a volcanic crater in Albay?",tourist_spots  
"Are there caves used by Filipino revolutionaries in Albay?",tourist_spots  
"Where can I visit an old Spanish convent in Legazpi?",tourist_spots  
"Are there hidden waterfalls only locals know about?",tourist_spots  
"Where can I join a local guided tour in Legazpi?",tourist_spots  
"Are there coral reefs near Legazpi for snorkeling?",tourist_spots  
"Where can I see traditional Bicolano houses?",tourist_spots  
"Are there cultural museums with pre-colonial artifacts?",tourist_spots  
"Where can I go scuba diving near Legazpi?",tourist_spots  
"Are there eco-lodges that support sustainable tourism?",tourist_spots  
"Where can I experience a traditional Bicolano cooking class?",tourist_spots  
"Are there river cruises showcasing Albay's countryside?",tourist_spots  
"Where can I take a pottery workshop in Legazpi?",tourist_spots  
"Are there botanical gardens featuring Philippine plants?",tourist_spots  
"Where can I go horseback riding near Mayon Volcano?",tourist_spots  
"Are there seaside restaurants with the best seafood in Albay?",tourist_spots  
"Where can I visit a nature reserve with unique wildlife?",tourist_spots  
"Are there local craft villages selling handmade goods?",tourist_spots  
"Where can I experience an Aeta cultural immersion?",tourist_spots  
"Are there local spice farms I can tour in Albay?",tourist_spots  
"Where can I take a scenic river kayak tour?",tourist_spots  
"Are there vineyards in Albay offering wine tastings?",tourist_spots  
"Where can I see old Japanese war bunkers in Legazpi?",tourist_spots  
"Are there bird sanctuaries for migratory species?",tourist_spots  
"Where can I explore lava tubes from Mayon's eruptions?",tourist_spots  
"Are there hilltop chapels with a panoramic view?",tourist_spots  
"Where can I take a bamboo rafting trip in Albay?",tourist_spots  
"Are there food festivals in Legazpi that I can visit?",tourist_spots  
"Where can I visit a sea turtle conservation site?",tourist_spots  
"Are there heritage homes converted into bed-and-breakfasts?",tourist_spots  
"Where can I see a volcanic rock formation near Legazpi?",tourist_spots  
"Are there adventure farms with zip lines and obstacle courses?",tourist_spots  
"Where can I learn about Bicolano textiles and weaving?",tourist_spots  
"Are there sunset viewing decks on the coast of Albay?",tourist_spots  
"Where can I explore a mangrove forest by paddleboat?",tourist_spots  
"Are there natural pools with fresh spring water?",tourist_spots  
"Where can I go on a sunrise hike in Legazpi?",tourist_spots  
"Are there historic bridges with Spanish colonial history?",tourist_spots  
"Where can I visit a tea plantation in Albay?",tourist_spots  
"Are there guided cave explorations available?",tourist_spots  
"Where can I see volcanic ash deposits from past eruptions?",tourist_spots  
"Are there floating restaurants serving local delicacies?",tourist_spots  
"Where can I explore an island with hidden lagoons near Legazpi?",tourist_spots  
"Are there rice terraces in Albay that I can visit?",tourist_spots  
"Where can I stay in an eco-friendly mountain lodge?",tourist_spots  
"Are there ancient ruins left from Spanish settlements?",tourist_spots  
"Where can I take a road trip along the scenic coastal highways?",tourist_spots  
"Are there natural rock pools near Mayon Volcano?",tourist_spots  
"Where can I see the remains of a sunken village due to volcanic eruptions?",tourist_spots  
"Are there volcano trekking routes that are beginner-friendly?",tourist_spots  
"Where can I visit a coconut plantation in Legazpi?",tourist_spots  
"Are there geothermal vents or hot mud pools in Albay?",tourist_spots  
"Where can I take a traditional sailing experience?",tourist_spots  
"Are there locations for freshwater fishing in Albay?",tourist_spots  
"Where can I find traditional blacksmith workshops?",tourist_spots  
"Are there interactive wildlife sanctuaries near Legazpi?",tourist_spots  
"Where can I experience a Bicolano dance performance?",tourist_spots  
"Are there spiritual retreat centers in Albay?",tourist_spots  
"Where can I see natural geysers or steaming vents?",tourist_spots  
"Are there islands with powdery white sand near Legazpi?",tourist_spots  
"Is there another way to reach my destination?",route_alternative  
"What are the alternative routes to get there?",route_alternative  
"Can I take a different route to my location?",route_alternative  
"Are there other ways to travel to my destination?",route_alternative  
"What is another route I can take?",route_alternative  
"Can I avoid the main road and take a different route?",route_alternative  
"Are there alternative ways to get from point A to point B?",route_alternative  
"Is there a shorter route available?",route_alternative  
"Can I take another road to reach my destination?",route_alternative  
"Are there different public transport options to get there?",route_alternative  
"Can I take a different bus or jeepney to my location?",route_alternative  
"What is the best alternative route with less traffic?",route_alternative  
"Are there other streets I can take to avoid congestion?",route_alternative  
"Is there a route that avoids tolls?",route_alternative  
"What are my alternative public transport options?",route_alternative  
"Can I take a detour to reach my destination?",route_alternative  
"Are there any back roads I can use?",route_alternative  
"What is the fastest alternate route?",route_alternative  
"Can I take a scenic route instead?",route_alternative  
"What’s the best way to get there with minimal stops?",route_alternative  
"Are there alternative routes that avoid main highways?",route_alternative  
"What’s the best route to take during rush hour?",route_alternative  
"Can I reach my location through a different district?",route_alternative  
"Are there alternative ways to reach downtown?",route_alternative  
"Is there a way to bypass traffic using another road?",route_alternative  
"Which alternate route has the fewest stops?",route_alternative  
"Are there multiple ways to reach the same destination?",route_alternative  
"What’s another way to reach the city center?",route_alternative  
"Can I take an alternate road to the airport?",route_alternative  
"Are there different options for getting to the bus station?",route_alternative  
"What’s the safest alternate route?",route_alternative  
"Is there a quieter road to take?",route_alternative  
"Can I avoid construction by taking another route?",route_alternative  
"Are there different travel options for my route?",route_alternative  
"Can I take an alternate mode of transportation?",route_alternative  
"What is the best route during bad weather?",route_alternative  
"Are there alternative ways to travel at night?",route_alternative  
"What’s another route that avoids school zones?",route_alternative  
"Are there alternative bus routes available?",route_alternative  
"Can I take a different train line?",route_alternative  
"Which alternative route has better road conditions?",route_alternative  
"Are there multiple routes with similar travel times?",route_alternative  
"Can I take a longer but more comfortable route?",route_alternative  
"Which alternative route has the best scenery?",route_alternative  
"Is there a route that avoids certain areas?",route_alternative  
"Can I take a less crowded route?",route_alternative  
"Are there detours available for my trip?",route_alternative  
"What’s another way to get there using public transport?",route_alternative  
"Are there different bike-friendly routes?",route_alternative  
"Which route has the fewest turns?",route_alternative  
"Is there a walking-friendly alternative route?",route_alternative  
"Can I take an alternate subway line?",route_alternative  
"Are there ferry routes that can serve as an alternative?",route_alternative  
"Which alternate route is best for heavy vehicles?",route_alternative  
"Can I take an alternate street to avoid delays?",route_alternative  
"Are there parallel roads that lead to the same place?",route_alternative  
"What’s an alternative route that avoids tunnels?",route_alternative  
"Can I take an alternative road that is well-lit at night?",route_alternative  
"Is there a back road that leads to the same place?",route_alternative  
"Are there different travel routes depending on the time of day?",route_alternative  
"Can I take a different way to avoid toll fees?",route_alternative  
"Which alternate route has the best public transport access?",route_alternative  
"Are there detours available for road closures?",route_alternative  
"Can I take another way that avoids steep roads?",route_alternative  
"Which alternative route is better for pedestrians?",route_alternative  
"Is there a way to get there without using highways?",route_alternative  
"Are there alternative transportation methods to get there?",route_alternative  
"What’s another way to get to the shopping district?",route_alternative  
"Can I avoid the city center by taking a different route?",route_alternative  
"Are there different ways to reach the suburbs?",route_alternative  
"Which alternative route is best for motorbikes?",route_alternative  
"Can I take a route that avoids bridges?",route_alternative  
"Are there alternate bus stops I can use?",route_alternative  
"What’s another route with fewer traffic lights?",route_alternative  
"Are there alternate ways to get to the stadium?",route_alternative  
"Is there a more scenic but still efficient route?",route_alternative  
"Can I take a route that avoids industrial areas?",route_alternative  
"Are there alternative ways to reach the park?",route_alternative  
"Which alternative route avoids intersections?",route_alternative  
"Can I take an alternate taxi route?",route_alternative  
"What’s the best way to reroute my trip?",route_alternative  
"Is there another road to take in case of roadblocks?",route_alternative  
"Are there alternative routes that save fuel?",route_alternative  
"Can I take a ferry as an alternative to the bridge?",route_alternative  
"What’s the best detour for this area?",route_alternative  
"Is there a different way to reach the hospital?",route_alternative  
"Are there alternative routes with fewer road bumps?",route_alternative  
"Can I take an alternate highway?",route_alternative  
"What’s another way to reach the government office?",route_alternative  
"Are there alternate ways to get to the train station?",route_alternative  
"Is there another road leading to the same destination?",route_alternative  
"Can I take a different route to the ferry terminal?",route_alternative  
"What’s the best alternative route when roads are closed?",route_alternative  
"Are there alternative ways to get to the mall?",route_alternative  
"Can I take a different route to the amusement park?",route_alternative  
"What’s another way to get to the hotel?",route_alternative  
"Can I avoid a busy intersection by taking another way?",route_alternative  
"Are there alternative travel routes to the university?",route_alternative  
"Can I take a different route home?",route_alternative  
"What are my options for avoiding heavy traffic?",route_alternative  
"Is there a way to avoid road construction?",route_alternative  
"Are there any alternate routes that are safer at night?",route_alternative  
"Can I take a different way to the train station?",route_alternative  
"What’s the best alternate route during peak hours?",route_alternative  
"Are there multiple routes to the same destination?",route_alternative  
"Which route is best if I want to avoid tolls?",route_alternative  
"Can I reach the market through another road?",route_alternative  
"Are there alternate ways to reach the office?",route_alternative  
"Can I take a back road to my location?",route_alternative  
"What are my options for reaching the airport?",route_alternative  
"Is there another way to reach the shopping mall?",route_alternative  
"Which route is the fastest at this time of day?",route_alternative  
"Can I take a different subway route?",route_alternative  
"Are there ferry alternatives to this trip?",route_alternative  
"Which route has the least number of stops?",route_alternative  
"Can I take a bus route instead of the train?",route_alternative  
"Are there shortcuts to my destination?",route_alternative  
"Can I use an alternate street to reach my hotel?",route_alternative  
"Is there a more fuel-efficient route?",route_alternative  
"What’s the least congested route to my workplace?",route_alternative  
"Are there alternative transport options for this route?",route_alternative  
"Which alternative route has the least traffic lights?",route_alternative  
"Can I avoid steep roads by taking another way?",route_alternative  
"Is there a route that avoids the market crowd?",route_alternative  
"What’s a better route to take on a rainy day?",route_alternative  
"Can I avoid pedestrian-heavy areas with another road?",route_alternative  
"Which alternative road is best for cycling?",route_alternative  
"Are there alternate ways to get to the countryside?",route_alternative  
"Can I use an alternate road to reach my village?",route_alternative  
"What’s the best detour if the main road is blocked?",route_alternative  
"Can I take a quieter route for a smoother ride?",route_alternative  
"Is there a way to avoid industrial zones on my way?",route_alternative  
"Can I take a different bus to the same destination?",route_alternative  
"Are there parallel roads leading to the same place?",route_alternative  
"What’s a scenic alternative route?",route_alternative  
"Can I avoid railway crossings by taking another way?",route_alternative  
"Is there a way to bypass downtown traffic?",route_alternative  
"What’s the best alternative for long-distance travel?",route_alternative  
"Can I take an alternate train line?",route_alternative  
"Which alternative route is best for public transport?",route_alternative  
"Are there less crowded roads I can take?",route_alternative  
"Can I take another exit to reach my destination?",route_alternative  
"Are there alternate paths I can take while walking?",route_alternative  
"Can I avoid passing through residential areas?",route_alternative  
"What’s the most efficient way to reroute my trip?",route_alternative  
"Are there any hidden shortcuts I can use?",route_alternative  
"Is there a faster way to reach my bus stop?",route_alternative  
"Can I take a detour to reach my school?",route_alternative  
"Are there alternative ways to get to the sports arena?",route_alternative  
"Can I avoid traffic jams by taking another road?",route_alternative  
"What’s the best way to reach my destination without delays?",route_alternative  
"Are there alternate options for public transit?",route_alternative  
"Which route is best for avoiding roadblocks?",route_alternative  
"Can I take another way to avoid road repairs?",route_alternative  
"Is there a better route to take during extreme weather?",route_alternative  
"What’s the least hilly route to get to my location?",route_alternative  
"Are there alternative streets that are well-lit at night?",route_alternative  
"Can I reach my destination without taking highways?",route_alternative  
"Which alternative route avoids heavy truck traffic?",route_alternative  
"Can I take a different way to reach the bus terminal?",route_alternative  
"What’s the most pedestrian-friendly alternate route?",route_alternative  
"Can I use a bridge instead of a tunnel?",route_alternative  
"Are there alternative public transport connections?",route_alternative  
"Can I use a ferry as an alternative to the bridge?",route_alternative  
"What’s another way to reach the tech park?",route_alternative  
"Can I take a route with better scenery?",route_alternative  
"Is there an alternative way to avoid busy intersections?",route_alternative  
"Can I take another road to the nearest hospital?",route_alternative  
"Are there alternative paths leading to the hiking trail?",route_alternative  
"What’s a better way to reach the library?",route_alternative  
"Is there another way to get to the entertainment district?",route_alternative  
"Can I avoid crossing a major road by taking another way?",route_alternative  
"Are there different ways to reach the stadium?",route_alternative  
"Can I take an alternative road to avoid school zones?",route_alternative  
"What’s the best way to reroute due to road closure?",route_alternative  
"Can I take another way to reach the convention center?",route_alternative  
"Are there alternative bus stops near my location?",route_alternative  
"What’s the fastest alternative route at night?",route_alternative  
"Can I use an alternate entry point to the city?",route_alternative  
"Is there another way to reach the warehouse district?",route_alternative  
"Which alternative route has the best public transport access?",route_alternative  
"Are there any park-and-ride options for this route?",route_alternative  
"Can I take a different metro line to reach my location?",route_alternative  
"What’s another way to reach the cultural center?",route_alternative  
"Can I take an alternative highway exit?",route_alternative  
"Are there ferry routes that serve as an alternative?",route_alternative  
"What’s a better route for heavy trucks?",route_alternative  
"Can I take another jeepney route?",route_alternative  
"Are there bike lanes available as an alternative route?",route_alternative  
"Can I take an alternative route that avoids tourist areas?",route_alternative  
"What’s another way to get to the city hall?",route_alternative  
"Are there alternative drop-off points for this route?",route_alternative  
"What’s the safest alternative route during night travel?",route_alternative  
"Can I take an alternate path through the park?",route_alternative  
"Are there alternative roads that pass by less traffic?",route_alternative  
"What’s a better route to take for a road trip?",route_alternative  
"Can I take a different route to work?",route_alternative  
"Are there alternative routes to the train station?",route_alternative  
"Which road should I take if I want to avoid congestion?",route_alternative  
"Can I take a less busy street to my destination?",route_alternative  
"Is there another way to get to the bus terminal?",route_alternative  
"Are there different ways to reach the mall?",route_alternative  
"Can I take a different road to avoid toll fees?",route_alternative  
"Are there back roads to get to the stadium?",route_alternative  
"Can I avoid taking the highway to get home?",route_alternative  
"Is there an alternative route with less traffic lights?",route_alternative  
"Which way should I take to avoid rush hour traffic?",route_alternative  
"Can I reach the beach using a different road?",route_alternative  
"What are my options for reaching the hospital faster?",route_alternative  
"Are there roads with fewer intersections to get there?",route_alternative  
"Can I take a different subway line?",route_alternative  
"Is there a scenic alternative route?",route_alternative  
"What’s another way to get to the university?",route_alternative  
"Are there alternative public transport routes?",route_alternative  
"Can I take a side road to avoid roadworks?",route_alternative  
"Which bus route is a good alternative?",route_alternative  
"Can I take a ferry instead of a bridge?",route_alternative  
"Are there detours that won’t add much time to my trip?",route_alternative  
"Can I reach the train station without using the main highway?",route_alternative  
"What’s a better road to take on a rainy day?",route_alternative  
"Are there alternative ways to get to the museum?",route_alternative  
"Can I bypass downtown traffic?",route_alternative  
"Which road is best if I want to avoid truck traffic?",route_alternative  
"Can I take a quieter path to my location?",route_alternative  
"Are there alternative ways to reach the airport?",route_alternative  
"What’s the fastest way to my destination without tolls?",route_alternative  
"Can I take a route that avoids construction?",route_alternative  
"Which side street is best to avoid traffic?",route_alternative  
"Is there an alternative bike-friendly road?",route_alternative  
"What’s the least crowded route at this hour?",route_alternative  
"Can I take a different way to get to the library?",route_alternative  
"Are there routes with fewer stop signs?",route_alternative  
"Can I take an alternative expressway?",route_alternative  
"Is there another entrance to this area?",route_alternative  
"Can I take a backstreet instead of the main road?",route_alternative  
"Which road should I take to avoid tourist-heavy areas?",route_alternative  
"Are there alternative ways to reach the ferry terminal?",route_alternative  
"Can I take a more fuel-efficient route?",route_alternative  
"Is there a better route for motorcycles?",route_alternative  
"What’s the best alternative for reaching the amusement park?",route_alternative  
"Can I avoid railroad crossings with another route?",route_alternative  
"Are there safer routes for night travel?",route_alternative  
"Which street is best for avoiding pedestrians?",route_alternative  
"Can I take a different road to reach my appointment?",route_alternative  
"Are there parallel roads to my destination?",route_alternative  
"Which road is best if I want to avoid road closures?",route_alternative  
"Can I take a route that avoids steep hills?",route_alternative  
"Are there alternative ways to reach the sports complex?",route_alternative  
"Can I use a side road instead of a main road?",route_alternative  
"Are there other public transport options to get there?",route_alternative  
"Can I reach my location without passing through a toll plaza?",route_alternative  
"Are there alternate jeepney routes to my destination?",route_alternative  
"Can I avoid roundabouts with another road?",route_alternative  
"Is there a shortcut that locals use?",route_alternative  
"Which route is best for avoiding road accidents?",route_alternative  
"Can I use a different bus stop and still reach my destination?",route_alternative  
"Are there alternative ferry routes?",route_alternative  
"Can I take an alternative way to avoid a busy intersection?",route_alternative  
"Which route has the most gas stations along the way?",route_alternative  
"Can I avoid taking an overpass with another road?",route_alternative  
"Are there alternative routes for heavy vehicles?",route_alternative  
"What’s another way to get to the city center?",route_alternative  
"Can I take a safer road at night?",route_alternative  
"Is there an alternate train route?",route_alternative  
"Are there different jeepney loops I can take?",route_alternative  
"Which alternative road has the best roadside restaurants?",route_alternative  
"Can I take a different street to get to the pier?",route_alternative  
"Are there alternative metro routes?",route_alternative  
"Can I avoid one-way streets with another route?",route_alternative  
"Is there a way to reach my office without passing through the market?",route_alternative  
"Can I take a road with fewer pedestrian crossings?",route_alternative  
"What’s a better route for delivery trucks?",route_alternative  
"Is there another way to reach the provincial capitol?",route_alternative  
"Can I take an alternative road that avoids flooded areas?",route_alternative  
"Are there alternative bus connections to the same destination?",route_alternative  
"Can I take a different way to the convention center?",route_alternative  
"What’s the best way to reroute during bad weather?",route_alternative  
"Are there different roads leading to the town plaza?",route_alternative  
"Can I take a highway alternative with fewer speed bumps?",route_alternative  
"What’s another way to reach the financial district?",route_alternative  
"Can I avoid taking flyovers with an alternative road?",route_alternative  
"Is there a different way to get to the port area?",route_alternative  
"What’s a good alternative route for cyclists?",route_alternative  
"Are there alternative roads to reach the new shopping mall?",route_alternative  
"Which road has the best alternative for avoiding school zones?",route_alternative  
"Can I take a different road to avoid festival traffic?",route_alternative  
"Are there alternative drive-through roads?",route_alternative  
"Can I use a different expressway ramp?",route_alternative  
"Is there another way to get to the immigration office?",route_alternative  
"What’s the best road to take to avoid truck checkpoints?",route_alternative  
"Can I take an alternative bridge crossing?",route_alternative  
"Are there alternative roads leading to the IT park?",route_alternative  
"Can I reach my subdivision through a different road?",route_alternative  
"What’s the safest route during typhoon season?",route_alternative  
"Is there another jeepney route from Daraga to SM City Legazpi?",route_alternative  
"Can I take a different jeepney from Legazpi Terminal to Yashano Mall?",route_alternative  
"Are there alternative jeepney routes from Legazpi Airport to Embarcadero?",route_alternative  
"What other jeepney routes go to Ayala Malls Legazpi?",route_alternative  
"Can I take another jeepney to Bicol University from Old Albay?",route_alternative  
"Is there a different jeepney loop to get to Legazpi Boulevard?",route_alternative  
"Are there alternative jeepney routes to Pacific Mall Legazpi?",route_alternative  
"Which jeepney should I take if I want to avoid Rizal Avenue traffic?",route_alternative  
"Can I take a different jeepney to reach Legazpi Grand Terminal?",route_alternative  
"Are there other jeepney routes from Legazpi Public Market to Peñaranda Park?",route_alternative  
"What is an alternative jeepney to take from Legazpi Science High School to Legazpi City Hall?",route_alternative  
"Can I reach Albay Cathedral using a different jeepney?",route_alternative  
"Are there other jeepney routes from Legazpi City Convention Center to Legazpi Port?",route_alternative  
"What’s the best alternative jeepney to go to Daraga Church from Legazpi?",route_alternative  
"Is there another jeepney that goes to St. Raphael Parish Church?",route_alternative  
"Are there alternative jeepneys from Legazpi City Science High School to LCC Mall?",route_alternative  
"What other jeepney can I take from Bicol Regional Training and Teaching Hospital to Bitano?",route_alternative  
"Can I take another jeepney to Barangay Pawa from Legazpi Terminal?",route_alternative  
"Are there alternative jeepney routes to Legazpi City High School?",route_alternative  
"Which jeepney should I take to avoid heavy traffic to Legazpi Fire Station?",route_alternative  
"What other jeepney routes go to Bicol Access Health Centrum?",route_alternative  
"Can I take another jeepney to Camp Simeon Ola?",route_alternative  
"Is there an alternative jeepney route to Barangay Victory Village?",route_alternative  
"What jeepney should I take if I want to avoid Legazpi City’s main roads?",route_alternative  
"Are there multiple jeepney loops that pass through Rawis?",route_alternative  
"What’s an alternative jeepney route to Barangay Buragwis?",route_alternative  
"Can I take another jeepney from Barangay Gogon to Albay Capitol?",route_alternative  
"Are there alternative jeepney routes to Legazpi Diversion Road?",route_alternative  
"Which jeepney should I take to avoid congestion in Old Albay District?",route_alternative  
"Can I reach Legazpi Grand Terminal using a different jeepney loop?",route_alternative  
"Are there other jeepney routes to Barangay Estanza?",route_alternative  
"Which alternative jeepney goes to Barangay San Roque?",route_alternative  
"What’s another jeepney option for getting to Legazpi Seaport?",route_alternative  
"Can I take a different jeepney route to Barangay Ilawod?",route_alternative  
"Are there multiple jeepney options for getting to Barangay Banquerohan?",route_alternative  
"Which jeepney should I take to reach Barangay Bigaa without delays?",route_alternative  
"What alternative jeepney goes to Barangay Taysan from Legazpi Terminal?",route_alternative  
"Can I take another jeepney route to Bicol University Main Campus?",route_alternative  
"Are there alternative jeepney routes from Barangay Bogtong to Legazpi Downtown?",route_alternative  
"What’s the best alternative jeepney for reaching Barangay Maoyod?",route_alternative  
"Which jeepney should I take if I want to avoid heavy traffic in Bitano?",route_alternative  
"Can I use a different jeepney route to reach Imperial Court Subdivision?",route_alternative  
"Are there alternate jeepney routes that pass through Rizal Avenue?",route_alternative  
"What’s the best alternative jeepney route from Daraga to Legazpi City?",route_alternative  
"Which jeepney should I take to avoid school zones in Legazpi?",route_alternative  
"Are there alternative jeepney options to Barangay Homapon?",route_alternative  
"Can I take another jeepney route from Legazpi Airport to LCC Mall?",route_alternative  
"Are there jeepneys that take a different road to Barangay Pinaric?",route_alternative  
"Which alternative jeepney route is best for reaching Barangay Cagbacong?",route_alternative  
"Can I take a different jeepney to reach Legazpi Night Market?",route_alternative  
"Are there alternative jeepney loops going to Barangay Cruzada?",route_alternative  
"Which alternative jeepney should I take from Legazpi City Hall to Albay District?",route_alternative  
"What’s another jeepney I can take to get to Barangay Dap-dap?",route_alternative  
"Can I take a different jeepney route to Barangay Lamba?",route_alternative  
"Are there alternative jeepneys from Legazpi Public Market to St. Agnes Academy?",route_alternative  
"Which jeepney should I take to avoid heavy passenger traffic?",route_alternative  
"What’s another jeepney option for getting to Barangay Pigcale?",route_alternative  
"Are there alternative jeepney routes that pass by the Regional Government Center?",route_alternative  
"Can I take a different jeepney route to get to Albay Doctors’ Hospital?",route_alternative  
"Are there alternate jeepneys that reach Barangay Victory Village South?",route_alternative  
"Which jeepney should I take to avoid the busiest jeepney terminals?",route_alternative  
"What’s the best alternative jeepney route from Barangay Taysan to Legazpi City Terminal?",route_alternative  
